,0,1,2,country
0,445.40,"Fleur de Miraval, Rosé Champagne",https://www.i-d-s.com/dubai/fleur-de-miraval-ros-champagne-cp1030.html,france
1,"2,837.60","2016 Château Smith Haut Lafitte Rouge, Pessac -Leognan",https://www.i-d-s.com/dubai/2016-ch-teau-smith-haut-lafitte-rouge-pessac-leognan-fw1187.html,france
2,11.50,"Baron Philippe de Rothschild, Mouton Cadet Mathilde Rose BIO",https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-mathilde-rose-bio-fr1357.html,france
3,262.85,"Chateau Tour De Mons, Margaux",https://www.i-d-s.com/dubai/chateau-tour-de-mons-margaux-fw1222.html,france
4,766.25,2020 Château&nbsp;Les Ormes De Pez Cru Bourgeois Saint Estephe,https://www.i-d-s.com/dubai/2020-ch-teau-les-ormes-de-pez-cru-bourgeois-saint-estephe-fw1218.html,france
5,56.55,Mumm Grand Cordon,https://www.i-d-s.com/dubai/mumm-grand-cordon-cp4026.html,france
6,700.90,"2020 Sarget D Gruaud Larose, Saint-Julien",https://www.i-d-s.com/dubai/2020-sarget-d-gruaud-larose-saint-julien-fw1220.html,france
7,23.30,"Les Hauts de Perganson, Haut-Medoc, Bordeaux",https://www.i-d-s.com/dubai/les-hauts-de-perganson-haut-medoc-bordeaux-fr1334.html,france
8,17.20,"M.Chapoutier, Rasteau "" Les Gadilles""",https://www.i-d-s.com/dubai/m-chapoutier-rasteau-fr1281.html,france
9,31.15,Remoissenet Père &amp; Fils Chablis,https://www.i-d-s.com/dubai/remoissenet-p-re-fils-chablis-fr4426.html,france
10,12.95,"M.Chapoutier, Côtes-du-Rhône Blanc Adunatio, Collection Bio",https://www.i-d-s.com/dubai/m-chapoutier-c-tes-du-rh-ne-blanc-collection-bio-fr1271.html,france
11,33.00,Vranken Brut Nature VDC with Gift Box,https://www.i-d-s.com/dubai/vranken-brut-nature-vdc-with-gift-box-cp4019.html,france
0,11.10,Les Terres du Roy Côtes-du-Rhône Rouge,https://www.i-d-s.com/dubai/les-terres-du-roy-c-tes-du-rh-ne-rouge-fr1340.html,france
1,72.00,Veuve Clicquot Yellow Label Brut,https://www.i-d-s.com/dubai/veuve-clicquot-yellow-label-brut-cp1016.html,france
2,63.80,Moët &amp; Chandon Brut Impérial,https://www.i-d-s.com/dubai/mo-t-chandon-brut-imp-rial-cp1011.html,france
3,10.15,"M.Chapoutier, Costières-de-Nîmes, Collection Bio “Areca” &amp; “Rouge”",https://www.i-d-s.com/dubai/m-chapoutier-costi-res-de-n-mes-collection-bio-fr1280.html,france
4,12.55,Château des Antonins Bordeaux Blanc,https://www.i-d-s.com/dubai/ch-teau-des-antonins-bordeaux-blanc-fr1351.html,france
5,43.85,Maison Antoine Geoffroy Pouilly Fuisse,https://www.i-d-s.com/dubai/maison-antoine-geoffroy-pouilly-fuisse-fr1315.html,france
6,33.65,"Domaine du Pré Semelé Sancerre Rouge, Pinot Noir Non Filtré",https://www.i-d-s.com/dubai/domaine-du-pr-semel-sancerre-rouge-pinot-noir-non-filtr-fr1323.html,france
7,31.95,"Clos de la Cure, Saint-Émilion Grand Cru",https://www.i-d-s.com/dubai/clos-de-la-cure-saint-milion-grand-cru-fr1318.html,france
8,20.85,"Château Calvimont Blanc, Graves",https://www.i-d-s.com/dubai/ch-teau-calvimont-blanc-graves-fr1317.html,france
9,12.20,Famille Perrin Luberon Rosé,https://www.i-d-s.com/dubai/famille-perrin-luberon-ros-fr1331.html,france
10,8.70,"Les Vignes de L'Eglise Merlot/Grenache IGP, Côtes de Thau, Languedoc",https://www.i-d-s.com/dubai/les-vignes-de-l-eglise-merlot-grenache-igp-c-tes-de-thau-languedoc-fr1329.html,france
11,10.05,"Baron de Badassière Syrah IGP Côtes de Thau, Languedoc",https://www.i-d-s.com/dubai/baron-de-badassi-re-syrah-igp-c-tes-de-thau-languedoc-fr1328.html,france
0,10.75,"Les Caves de Richemer Chardonnay IGP, Languedoc",https://www.i-d-s.com/dubai/les-caves-de-richemer-chardonnay-igp-languedoc-fr1327.html,france
1,"4,123.00","2015 Château Pichon Comtesse Lalande, Grand Cru Classe, Pauillac",https://www.i-d-s.com/dubai/2015-ch-teau-pichon-comtesse-lalande-grand-cru-classe-pauillac-fw1795.html,france
2,793.80,"2016 Château Talbot 4ème Cru Classé, Saint-Julien",https://www.i-d-s.com/dubai/2016-ch-teau-talbot-4-me-cru-class-saint-julien-fw1175.html,france
3,183.95,"Maison Antoine Geoffroy, Beaune, Puligny Montrachet 1Er Cru Les Combettes",https://www.i-d-s.com/dubai/maison-antoine-geoffroy-beaune-puligny-montrachet-1er-cru-les-combettes-fr1307.html,france
4,54.50,Remoissenet Père &amp; Fils Savigny Les Beaune 1er Cru Aux Serpentières,https://www.i-d-s.com/dubai/remoissenet-p-re-fils-savigny-les-beaune-1er-cru-aux-serpenti-res-fr1298.html,france
5,43.00,"Domaine Cailbourdin, Pouilly-Fumé Les Cris",https://www.i-d-s.com/dubai/domaine-cailbourdin-pouilly-fum-les-cris-fr1309.html,france
6,45.90,"Domaine Daniel-Etienne Defaix, Chablis Vieilles Vignes",https://www.i-d-s.com/dubai/domaine-daniel-etienne-defaix-chablis-vieilles-vignes-fr1305.html,france
7,984.40,"2016 Château Duhart-Milon Rothschild, 4eme Cru Classé, Pauillac",https://www.i-d-s.com/dubai/2016-ch-teau-duhart-milon-rothschild-4eme-cru-class-pauillac-fw1202.html,france
8,27.70,Schröder and Schÿler Margaux Private Selection,https://www.i-d-s.com/dubai/schr-der-and-sch-ler-margaux-private-selection-fr1299.html,france
9,21.35,"JCB No. 21` Crémant de Bourgogne Brut, Jean-Charles Boisset",https://www.i-d-s.com/dubai/jcb-no-21-cr-mant-de-bourgogne-brut-jean-charles-boisset-sw1071.html,france
10,59.05,"Miraval, Côtes de Provence Rosé, Magnum",https://www.i-d-s.com/dubai/miraval-c-tes-de-provence-ros-magnum-fr4423.html,france
11,82.30,Remoissenet Père &amp; Fils Pommard,https://www.i-d-s.com/dubai/remoissenet-p-re-fils-pommard-fr4431.html,france
0,52.25,Remoissenet Père &amp; Fils Chablis 1er Cru Fourchaume,https://www.i-d-s.com/dubai/remoissenet-p-re-fils-chablis-1er-cru-fourchaume-fr4427.html,france
1,17.90,"Miraval, `Studio`Côtes de Provence Rosé",https://www.i-d-s.com/dubai/miraval-studio-c-tes-de-provence-ros-fr1287.html,france
2,56.70,Perrier-Jouët Grand Brut,https://www.i-d-s.com/dubai/perrier-jou-t-grand-brut-cp1003.html,france
3,45.75,Antoine Geoffroy Savigny Les Beaune ,https://www.i-d-s.com/dubai/savigny-les-beaune-antoine-geoffroy-fr4436.html,france
4,14.75,"M.Chapoutier, Côtes-du-Rhône Rouge Adunation, Collection Bio",https://www.i-d-s.com/dubai/m-chapoutier-c-tes-du-rh-ne-rouge-collection-bio-fr1278.html,france
5,48.70,"M.Chapoutier, Châteauneuf-du-Pape, Collection Bio Rouge",https://www.i-d-s.com/dubai/m-chapoutier-ch-teauneuf-du-pape-collection-bio-rouge-fr1276.html,france
6,12.40,"Marius, Avenue de la Gare Syrah, IGP Collines Rhodaniennes",https://www.i-d-s.com/dubai/marius-avenue-de-la-gare-syrah-igp-collines-rhodaniennes-fr1275.html,france
7,30.35,"M.Chapoutier, Saint-Joseph 'Deschants' Rouge",https://www.i-d-s.com/dubai/m-chapoutier-saint-joseph-deschants-rouge-fr1273.html,france
8,49.40,"M.Chapoutier, Châteauneuf-du-Pape 'La Bernardine' Blanc",https://www.i-d-s.com/dubai/m-chapoutier-ch-teauneuf-du-pape-la-bernardine-blanc-fr1272.html,france
9,12.15,"M.Chapoutier, 'Belleruche' Côtes-du-Rhône Blanc",https://www.i-d-s.com/dubai/m-chapoutier-belleruche-c-tes-du-rh-ne-blanc-fr1270.html,france
10,10.70,"M.Chapoutier, Luberon 'La Ciboise' Blanc",https://www.i-d-s.com/dubai/m-chapoutier-luberon-la-ciboise-blanc-fr1269.html,france
11,19.99,"M.Chapoutier, Saint-Péray 'Les Tanneurs'",https://www.i-d-s.com/dubai/m-chapoutier-saint-p-ray-les-tanneurs-fr1268.html,france
0,19.99,"M.Chapoutier, Saint-Joseph 'Deschants' Blanc",https://www.i-d-s.com/dubai/m-chapoutier-saint-joseph-deschants-blanc-fr1266.html,france
1,21.05,"Domaine Trénel, Viré Clessé Chardonnay, Vin de Bourgogne",https://www.i-d-s.com/dubai/domaine-tr-nel-vir-cless-chardonnay-vin-de-bourgogne-fr1261.html,france
2,14.70,"Domaine Trénel, Beaujolais Blanc",https://www.i-d-s.com/dubai/domaine-tr-nel-beaujolais-blanc-fr1260.html,france
3,16.35,"Domaine Bila-Haut, 'Occultum Lapidem', Côtes-du-Roussillon Blanc",https://www.i-d-s.com/dubai/domaine-bila-haut-occultum-lapidem-c-tes-du-roussillon-blanc-fr1283.html,france
4,164.55,Remoissenet Père &amp; Fils Chambolle Musigny Les Charmes,https://www.i-d-s.com/dubai/remoissenet-chambolle-musigny-les-charmes-fr1285.html,france
5,40.05,Dubreuil -Fontaine Pernand Vergelesses Rouge,https://www.i-d-s.com/dubai/pernand-vergelesses-rouge-dubreuil-fontaine-fr1246.html,france
6,41.99,"Chateau Pontac Lynch Cru, Bourgeois",https://www.i-d-s.com/dubai/chateau-pontac-lynch-cru-bourgeois-ex1020.html,france
7,194.10,Perrier-Jouët Belle Epoque,https://www.i-d-s.com/dubai/perrier-jou-t-belle-epoque-cp1004.html,france
8,51.75,Mumm Cordon Rouge Brut,https://www.i-d-s.com/dubai/mumm-cordon-rouge-brut-cp1008.html,france
9,67.25,Moët &amp; Chandon Grand Vintage Blanc,https://www.i-d-s.com/dubai/mo-t-chandon-grand-vintage-blanc-cp2004.html,france
10,16.70,Les Alexandrins Cotes du Rhone Rouge 'Terrasses de L'Eridan',https://www.i-d-s.com/dubai/les-alexandrins-cotes-du-rhone-rouge-terrasses-de-l-eridan-fr1168.html,france
11,25.60,Remoissenet Père &amp; Fils Bourgogne Blanc,https://www.i-d-s.com/dubai/remoissenet-bourgogne-blanc-fr1200.html,france
0,46.20,"Chateau Marzy, Pomerol",https://www.i-d-s.com/dubai/chateau-marzy-pomerol-fr1234.html,france
1,20.05,"""La Côte Sauvage"" Cairanne",https://www.i-d-s.com/dubai/la-c-te-sauvage-cairanne-fr1239.html,france
2,28.40,Domaine Henry Pellé Menetou-Salon Morogues,https://www.i-d-s.com/dubai/domaine-henry-pell-menetou-salon-morogues-fr4023.html,france
3,"4,385.50","2009 Château Baron Pichon Longueville, 2ème Cru Classé, Pauillac",https://www.i-d-s.com/dubai/2009-ch-teau-baron-pichon-longueville-2-me-cru-class-pauillac-fw1020.html,france
4,"1,811.25","2011 Château Pontet Canet, 5ème Cru Classé, Pauillac",https://www.i-d-s.com/dubai/2011-ch-teau-pontet-canet-5-me-cru-class-pauillac-fw1033.html,france
5,22.10,Château De Coulaine Chinon Rouge,https://www.i-d-s.com/dubai/ch-teau-de-coulaine-chinon-rouge-fr4037.html,france
6,511.90,"2015 Château Corbin, Saint-Emilion",https://www.i-d-s.com/dubai/2015-ch-teau-corbin-st-emilion-fw1152.html,france
7,"3,083.15","2010 Château Rauzan Ségla, 2ème Cru Classé, Margaux",https://www.i-d-s.com/dubai/2010-ch-teau-rauzan-s-gla-2-me-cru-class-margaux-fw1007.html,france
8,28.45,Louis Latour Pinot Noir,https://www.i-d-s.com/dubai/louis-latour-pinot-noir-fr4175.html,france
9,56.75,"Jean-Marc Brocard Chablis Grand Cru ""Valmur""",https://www.i-d-s.com/dubai/jean-marc-brocard-chablis-grand-cru-valmur-fr4188.html,france
10,67.75,"Jean-Marc Brocard Chablis Grand Cru ""Les Preuses""",https://www.i-d-s.com/dubai/jean-marc-brocard-chablis-grand-cru-les-preuses-fr4189.html,france
11,75.40,"Domaine Laroche, Chablis Grand Cru `Les Blanchots`",https://www.i-d-s.com/dubai/domaine-laroche-chablis-grand-cru-les-blanchots-fr4190.html,france
0,115.00,Louis Latour Meursault,https://www.i-d-s.com/dubai/louis-latour-meursault-fr4193.html,france
1,44.00,Louis Latour Côte De Beaune Villages,https://www.i-d-s.com/dubai/louis-latour-c-te-de-beaune-villages-fr4204.html,france
2,170.55,"Remoissenet Père &amp; Fils Chambolle-Musigny Premier Cru ""Aux Echanges""",https://www.i-d-s.com/dubai/remoissenet-p-re-fils-chambolle-musigny-premier-cru-aux-echanges-fr4224.html,france
3,16.45,"Collin Bourisset Morgon ""L'Authentique"" Vieilles Vignes, Côte Du Py",https://www.i-d-s.com/dubai/collin-bourisset-morgon-l-authentique-vieilles-vignes-c-te-du-py-fr4234.html,france
4,44.05,Cave De Tain 'Les Arènes Sauvages'&nbsp;Cornas,https://www.i-d-s.com/dubai/cave-de-tain-les-ar-nes-sauvages-cornas-fr4253.html,france
5,18.99,Château De Plaisance Coteaux De Layon 1Er Cru Chaume,https://www.i-d-s.com/dubai/ch-teau-de-plaisance-coteaux-de-layon-1er-cru-chaume-fr4021.html,france
6,29.25,"Chateau Feret Lambert Bordeaux Superieur, Magnum (1.5L)",https://www.i-d-s.com/dubai/chateau-feret-lambert-bordeaux-superieur-magnum-1-5l-fr1182.html,france
7,78.85,Beau Joie Brut Champagne ,https://www.i-d-s.com/dubai/beau-joie-brut-champagne-cp1028.html,france
8,34.55,Paul Jaboulet Aine “Les Jalets” Crozes Hermitage “Blanc”,https://www.i-d-s.com/dubai/paul-jaboulet-aine-les-jalets-crozes-hermitage-blanc-fr1159.html,france
9,17.65,Les Alexandrins Cotes du Rhone Blanc 'Terrasses de L'Eridan',https://www.i-d-s.com/dubai/les-alexandrins-cotes-du-rhone-blanc-terrasses-de-l-eridan-fr1167.html,france
10,22.85,Maison Antoine Geoffroy Macon Rouge ,https://www.i-d-s.com/dubai/macon-rouge-maison-antoine-geoffroy-fr1187.html,france
11,18.75,"La Chablisienne, “Pas Si Petit” Petit Chablis",https://www.i-d-s.com/dubai/la-chablisienne-pas-si-petit-petit-chablis-fr1120.html,france
0,"2,630.25","2008 Château Calon Segur, 3ème Cru Classé, Saint-Estèphe",https://www.i-d-s.com/dubai/2008-ch-teau-calon-segur-3-me-cru-class-saint-est-phe-fw1066.html,france
1,"2,460.50","2016  Château Léoville Barton, Saint -Julien",https://www.i-d-s.com/dubai/2016-chateau-l-oville-barton-saint-julien-fw1124.html,france
2,"1,712.85","2016 Château Grand-Puy-Lacoste, 2nd Cru Classé, Pauillac",https://www.i-d-s.com/dubai/2016-ch-teau-grand-puy-lacoste-2nd-cru-class-pauillac-fw1166.html,france
3,29.65,"Chateau Fleur La Mothe, Medoc Cru Bourgeois",https://www.i-d-s.com/dubai/chateau-fleur-la-mothe-medoc-cru-bourgeois-fr1161.html,france
4,37.15,"Chateau Vieux Coutelin, Saint Estephe",https://www.i-d-s.com/dubai/chateau-vieux-coutelin-saint-estephe-fr1162.html,france
5,21.85,"Clos Magne Figeac, Saint Emilion",https://www.i-d-s.com/dubai/clos-magne-figeac-saint-emilion-fr1163.html,france
6,54.50,"Pauillac de Haut-Batailley, Pauillac",https://www.i-d-s.com/dubai/pauillac-de-haut-batailley-pauillac-fr1164.html,france
7,27.30,Domaine Millet Sancerre Blanc,https://www.i-d-s.com/dubai/domaine-millet-sancerre-blanc-fr1166.html,france
8,118.15,"Remoissenet Père Et Fils ""Bougros"",  Chablis Grand Cru",https://www.i-d-s.com/dubai/remoissenet-p-re-et-fils-bougros-chablis-grand-cru-fr1207.html,france
9,135.55,Remoissenet Père &amp; Fils Meursault Premier Cru Les Cras,https://www.i-d-s.com/dubai/remoissenet-p-re-fils-meursault-premier-cru-les-cras-fr1206.html,france
10,70.75,Moët &amp; Chandon Brut Impérial Rosé,https://www.i-d-s.com/dubai/mo-t-chandon-brut-imp-rial-ros-cp1012.html,france
11,74.95,Veuve Cliquot Rich,https://www.i-d-s.com/dubai/veuve-cliquot-rich-cp2023.html,france
0,62.20,Taittinger Brut Réserve,https://www.i-d-s.com/dubai/taittinger-brut-r-serve-cp1010.html,france
1,79.99,Veuve Cliquot Rich Rosé,https://www.i-d-s.com/dubai/veuve-cliquot-rich-ros-cp2027.html,france
2,99.95,Taittinger Cuvée Prestige Rosé,https://www.i-d-s.com/dubai/taittinger-cuv-e-prestige-ros-cp2050.html,france
3,118.70,Laurent-Perrier Rosé,https://www.i-d-s.com/dubai/laurent-perrier-ros-cp1002.html,france
4,268.20,Krug Grande Cuvee Brut,https://www.i-d-s.com/dubai/krug-grande-cuvee-brut-cp1061.html,france
5,19.40,Domaine Wiehlé Engelreben Riesling,https://www.i-d-s.com/dubai/domaine-wiehl-engelreben-riesling-fr1217.html,france
6,90.90,Veuve Clicquot Rosé,https://www.i-d-s.com/dubai/veuve-clicquot-ros-cp1017.html,france
7,92.50,Perrier-Jouët Blason Rosé,https://www.i-d-s.com/dubai/perrier-jou-t-blason-ros-cp4006.html,france
8,140.20,Moët &amp; Chandon Brut Impérial Magnum,https://www.i-d-s.com/dubai/mo-t-chandon-brut-imp-rial-magnum-cp1013.html,france
9,51.55,Champagne Gremillet Blanc de Noirs Brut,https://www.i-d-s.com/dubai/champagne-gremillet-blanc-de-noirs-brut-cp1007.html,france
10,63.80,Laurent-Perrier Brut,https://www.i-d-s.com/dubai/laurent-perrier-brut-cp1001.html,france
11,29.99,"Chateau Mancèdre Le Trettin, Pessac Leognan",https://www.i-d-s.com/dubai/chateau-manc-dre-le-trettin-pessac-leognan-fr1238.html,france
0,20.80,"Domaine Heimbourger Les Terres Blanches, Chardonnay",https://www.i-d-s.com/dubai/domaine-heimbourger-les-terres-blanches-chardonnay-fr1149.html,france
1,133.15,"Domaine Borgeot `Vieilles Vignes`, Chassagne-Montrachet ",https://www.i-d-s.com/dubai/chassagne-montrachet-vieilles-vignes-domaine-borgeot-burgundy-fr1185.html,france
2,49.99,"Domaine Faury, Condrieu",https://www.i-d-s.com/dubai/domaine-faury-condrieu-fr1156.html,france
3,75.60,Remoissenet Père &amp; Fils Gevrey Chambertin ,https://www.i-d-s.com/dubai/gevrey-chambertin-remoissenet-p-re-et-fils-fr1202.html,france
4,117.85,Remoissenet Père &amp; Fils Gevrey Chambertin Premier Cru Le Trio,https://www.i-d-s.com/dubai/remoissenet-p-re-fils-gevrey-chambertin-premier-cru-le-trio-fr1209.html,france
5,96.25,"Bollinger Special Cuvée Brut, in individual Gift Box",https://www.i-d-s.com/dubai/bollinger-special-cuv-e-brut-in-individual-gift-box-cp1000.html,france
6,353.60,Remoissenet Père &amp; Fils Clos Vuogeot Grand Cru,https://www.i-d-s.com/dubai/remoissenet-clos-vougeot-grand-cru-fr1210.html,france
7,98.05,"La Chablisienne Chablis Grand Cru, Chateau Grenouille",https://www.i-d-s.com/dubai/la-chablisienne-chablis-grand-cru-chateau-grenouille-fr1223.html,france
8,7.50,Bellefontaine Sauvignon Blanc,https://www.i-d-s.com/dubai/bellefontaine-sauvignon-blanc-fr1003.html,france
9,14.45,Domaine Wiehlé Seidenfaden Gewurztraminer,https://www.i-d-s.com/dubai/domaine-wiehl-seidenfaden-gewurztraminer-fr1218.html,france
10,7.75,Bellefontaine Chardonnay,https://www.i-d-s.com/dubai/bellefontaine-chardonnay-fr1004.html,france
11,12.15,Baron Philippe de Rothschild Sauvignon Blanc,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-sauvignon-blanc-fr1005.html,france
0,7.99,Baron Philippe de Rothschild Chardonnay,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-chardonnay-fr1006.html,france
1,11.05,L’Ormarine Duc de Morny Picpoul de Pinet,https://www.i-d-s.com/dubai/l-ormarine-duc-de-morny-picpoul-de-pinet-fr1008.html,france
2,299.55,"Dom Pérignon Vintage, in individual Gift Box",https://www.i-d-s.com/dubai/dom-p-rignon-vintage-in-individual-gift-box-cp1014.html,france
3,7.35,Bellefontaine Grenache Rosé,https://www.i-d-s.com/dubai/bellefontaine-grenache-ros-fr1010.html,france
4,27.00,M de Minuty Côtes de Provence Rosé,https://www.i-d-s.com/dubai/m-de-minuty-ros-fr1014.html,france
5,28.35,"Miraval, Côtes de Provence Rosé",https://www.i-d-s.com/dubai/miraval-ros-fr1015.html,france
6,30.85,Whispering Angel Côtes de Provence Rosé,https://www.i-d-s.com/dubai/whispering-angel-ros-fr1016.html,france
7,77.70,"Domaine Ott Rosé, Château Romassan Côtes de Provence",https://www.i-d-s.com/dubai/domaine-ott-ros-ch-teau-romassan-fr1017.html,france
8,101.70,"Château Minuty ""281"" Côtes de Provence Rosé",https://www.i-d-s.com/dubai/ch-teau-minuty-281-ros-fr1018.html,france
9,7.10,Bellefontaine Merlot,https://www.i-d-s.com/dubai/bellefontaine-merlot-fr1020.html,france
10,7.50,Bellefontaine Malbec,https://www.i-d-s.com/dubai/bellefontaine-malbec-fr1021.html,france
11,8.25,Baron Philippe de Rothschild Merlot,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-merlot-fr1023.html,france
0,8.25,Baron Philippe de Rothschild Cabernet Sauvignon,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-cabernet-sauvignon-fr1024.html,france
1,8.25,Baron Philippe de Rothschild Syrah,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-syrah-fr1025.html,france
2,8.25,Baron Philippe de Rothschild Pinot Noir,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-pinot-noir-fr1026.html,france
3,12.75,"Chateau Pineraie Tradition Malbec, Cahors",https://www.i-d-s.com/dubai/ch-teau-pineraie-cahors-malbec-fr1027.html,france
4,15.45,Cave de Turckheim Gewurztraminer,https://www.i-d-s.com/dubai/cave-de-turckheim-gewurztraminer-fr1028.html,france
5,16.60,Cave de Turckheim Riesling Vieilles Vignes,https://www.i-d-s.com/dubai/cave-de-turckheim-riesling-vieilles-vignes-fr1029.html,france
6,27.50,Cave deTurckheim Grand Cru Riesling,https://www.i-d-s.com/dubai/cave-deturckheim-grand-cru-riesling-fr1032.html,france
7,12.05,Baron Philippe de Rothschild' Mouton Cadet Blanc,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-blanc-fr1033.html,france
